Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas5376        Pavarde5376                     2.76            3.40
Vardas5446        Pavarde5446                     2.76            3.00
Vardas5524        Pavarde5524                     2.76            3.00
Vardas5781        Pavarde5781                     2.76            2.20
Vardas5801        Pavarde5801                     2.76            3.00
Vardas5880        Pavarde5880                     2.76            3.40
Vardas5917        Pavarde5917                     2.76            3.40
Vardas6136        Pavarde6136                     2.76            3.40
Vardas6347        Pavarde6347                     2.76            3.00
Vardas6566        Pavarde6566                     2.76            1.80
Vardas6657        Pavarde6657                     2.76            2.60
Vardas6935        Pavarde6935                     2.76            3.00
Vardas6993        Pavarde6993                     2.76            3.40
Vardas6996        Pavarde6996                     2.76            3.40
Vardas717         Pavarde717                      2.76            3.40
Vardas7258        Pavarde7258                     2.76            2.20
Vardas7272        Pavarde7272                     2.76            3.00
Vardas757         Pavarde757                      2.76            2.60
Vardas762         Pavarde762                      2.76            2.20
Vardas7659        Pavarde7659                     2.76            3.00
Vardas772         Pavarde772                      2.76            2.60
Vardas7783        Pavarde7783                     2.76            3.40
Vardas7977        Pavarde7977                     2.76            2.60
Vardas8057        Pavarde8057                     2.76            2.20
Vardas8072        Pavarde8072                     2.76            3.00
Vardas813         Pavarde813                      2.76            3.00
Vardas8228        Pavarde8228                     2.76            2.60
Vardas8277        Pavarde8277                     2.76            2.60
Vardas8383        Pavarde8383                     2.76            2.20
Vardas8485        Pavarde8485                     2.76            2.20
Vardas8656        Pavarde8656                     2.76            2.60
Vardas8676        Pavarde8676                     2.76            3.40
Vardas8743        Pavarde8743                     2.76            3.00
Vardas8756        Pavarde8756                     2.76            3.00
Vardas8854        Pavarde8854                     2.76            3.40
Vardas8889        Pavarde8889                     2.76            2.20
Vardas9238        Pavarde9238                     2.76            3.40
Vardas9417        Pavarde9417                     2.76            2.60
Vardas9549        Pavarde9549                     2.76            3.00
Vardas9628        Pavarde9628                     2.76            2.60
Vardas9665        Pavarde9665                     2.76            2.20
Vardas9946        Pavarde9946                     2.76            3.00
Vardas1526        Pavarde1526                     2.80            2.80
Vardas1702        Pavarde1702                     2.80            3.20
Vardas199         Pavarde199                      2.80            2.40
Vardas231         Pavarde231                      2.80            2.40
Vardas2492        Pavarde2492                     2.80            2.40
Vardas2810        Pavarde2810                     2.80            2.40
Vardas2939        Pavarde2939                     2.80            2.80
