Name              Surname                   Final(Avg)      Final(Med)
Vardas6422        Pavarde6422                     5.32            5.80
Vardas6484        Pavarde6484                     5.32            5.40
Vardas7110        Pavarde7110                     5.32            6.20
Vardas7391        Pavarde7391                     5.32            5.00
Vardas7397        Pavarde7397                     5.32            5.00
Vardas7407        Pavarde7407                     5.32            5.00
Vardas7431        Pavarde7431                     5.32            5.00
Vardas7563        Pavarde7563                     5.32            5.00
Vardas7813        Pavarde7813                     5.32            6.20
Vardas8201        Pavarde8201                     5.32            5.40
Vardas8203        Pavarde8203                     5.32            4.60
Vardas8464        Pavarde8464                     5.32            5.80
Vardas8481        Pavarde8481                     5.32            5.00
Vardas8558        Pavarde8558                     5.32            5.00
Vardas8683        Pavarde8683                     5.32            5.00
Vardas8833        Pavarde8833                     5.32            5.40
Vardas9025        Pavarde9025                     5.32            5.40
Vardas930         Pavarde930                      5.32            5.80
Vardas9379        Pavarde9379                     5.32            4.60
Vardas9393        Pavarde9393                     5.32            5.00
Vardas9445        Pavarde9445                     5.32            5.40
Vardas958         Pavarde958                      5.32            6.20
Vardas9995        Pavarde9995                     5.32            5.00
Vardas2084        Pavarde2084                     5.36            5.20
Vardas2208        Pavarde2208                     5.36            4.80
Vardas2865        Pavarde2865                     5.36            4.80
Vardas2913        Pavarde2913                     5.36            5.20
Vardas3119        Pavarde3119                     5.36            5.60
Vardas3487        Pavarde3487                     5.36            4.80
Vardas3591        Pavarde3591                     5.36            5.20
Vardas3770        Pavarde3770                     5.36            4.80
Vardas3974        Pavarde3974                     5.36            4.80
Vardas4607        Pavarde4607                     5.36            5.20
Vardas4718        Pavarde4718                     5.36            4.80
Vardas479         Pavarde479                      5.36            5.20
Vardas4973        Pavarde4973                     5.36            6.00
Vardas5538        Pavarde5538                     5.36            4.80
Vardas5839        Pavarde5839                     5.36            5.20
Vardas6024        Pavarde6024                     5.36            5.20
Vardas6298        Pavarde6298                     5.36            5.20
Vardas6480        Pavarde6480                     5.36            5.20
Vardas6485        Pavarde6485                     5.36            4.80
Vardas6526        Pavarde6526                     5.36            6.00
Vardas6530        Pavarde6530                     5.36            5.20
Vardas6721        Pavarde6721                     5.36            4.40
Vardas6884        Pavarde6884                     5.36            4.80
Vardas6976        Pavarde6976                     5.36            4.80
