Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas1951        Pavarde1951                     5.36            5.20
Vardas2444        Pavarde2444                     5.36            5.20
Vardas2654        Pavarde2654                     5.36            5.20
Vardas2830        Pavarde2830                     5.36            5.60
Vardas2851        Pavarde2851                     5.36            5.60
Vardas3752        Pavarde3752                     5.36            5.60
Vardas3857        Pavarde3857                     5.36            5.20
Vardas4005        Pavarde4005                     5.36            4.80
Vardas4353        Pavarde4353                     5.36            4.80
Vardas4429        Pavarde4429                     5.36            5.60
Vardas4734        Pavarde4734                     5.36            5.20
Vardas5403        Pavarde5403                     5.36            4.40
Vardas5405        Pavarde5405                     5.36            5.60
Vardas5622        Pavarde5622                     5.36            5.20
Vardas5856        Pavarde5856                     5.36            5.20
Vardas6390        Pavarde6390                     5.36            5.20
Vardas6471        Pavarde6471                     5.36            5.20
Vardas6472        Pavarde6472                     5.36            5.20
Vardas708         Pavarde708                      5.36            5.20
Vardas7194        Pavarde7194                     5.36            5.20
Vardas7296        Pavarde7296                     5.36            5.20
Vardas7551        Pavarde7551                     5.36            5.60
Vardas764         Pavarde764                      5.36            5.20
Vardas7662        Pavarde7662                     5.36            5.60
Vardas7679        Pavarde7679                     5.36            5.60
Vardas7748        Pavarde7748                     5.36            4.80
Vardas8048        Pavarde8048                     5.36            5.20
Vardas8236        Pavarde8236                     5.36            5.20
Vardas8287        Pavarde8287                     5.36            4.40
Vardas8337        Pavarde8337                     5.36            4.40
Vardas84          Pavarde84                       5.36            5.60
Vardas8961        Pavarde8961                     5.36            5.20
Vardas9354        Pavarde9354                     5.36            5.20
Vardas9776        Pavarde9776                     5.36            5.20
Vardas1139        Pavarde1139                     5.36            5.60
Vardas1462        Pavarde1462                     5.36            5.60
Vardas2434        Pavarde2434                     5.36            5.20
Vardas2488        Pavarde2488                     5.36            5.20
Vardas2606        Pavarde2606                     5.36            5.20
Vardas2676        Pavarde2676                     5.36            5.20
Vardas2735        Pavarde2735                     5.36            5.60
Vardas2757        Pavarde2757                     5.36            6.00
Vardas3311        Pavarde3311                     5.36            5.60
Vardas3847        Pavarde3847                     5.36            5.60
Vardas6012        Pavarde6012                     5.36            6.00
Vardas6848        Pavarde6848                     5.36            6.00
Vardas7343        Pavarde7343                     5.36            5.60
Vardas7460        Pavarde7460                     5.36            6.00
Vardas7657        Pavarde7657                     5.36            6.00
